SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin
20251122,2025-11-22,ONG,BN,036,Critique politique,1,1.41,28,3,2.47,Parakou,9.337,2.6282,bbc.com,HUMAN_RIGHTS;POLITICAL_VIOLENCE;CORRUPTION;DEVELOPMENT,Patrice Talon,Assemblee Nationale;Banque Mondiale;CEDEAO,"Parakou, Benin","2.47,2.47,0.0,2.47,0.93,242",,20251122000000-bbc_com-BN-00329,Cooperation verbale,0,0,84,1,Nord,Borgou,International,0.5705,0.5618,2025-11,Positif,Neutre
20250728,2025-07-28,Citoyen,BN,040,Consultation diplomatique,1,-1.76,4,1,1.98,Natitingou,10.3081,1.3784,beninwebtv.com,ENVIRONMENT;PROTEST;DIPLOMACY,,FMI;Gouvernement Beninois,"Natitingou, Benin","1.98,1.98,0.0,1.98,0.48,67",,20250728000000-beninwebtv_com-BN-00330,Cooperation verbale,0,0,4,1,Nord,Atacora,Benin,0.412,0.5495,2025-07,Neutre,Leg. negatif
20250805,2025-08-05,Parti politique,BN,110,Rejet/opposition,3,-4.27,1,3,-5.43,Abomey-Calavi,6.4484,2.3552,matinlibre.com,DIPLOMACY,Macky Sall;Mahamadou Issoufou,Banque Mondiale;Assemblee Nationale;FMI,"Abomey-Calavi, Benin","-5.43,0.0,5.43,5.43,0.67,532",,20250805000000-matinlibre_com-BN-00331,Conflit verbal,1,1,3,0,Sud,Atlantique,Benin,0.2865,0.3642,2025-08,Tres negatif,Destabilisant
20250124,2025-01-24,Parti politique,NG,010,Declaration publique,1,3.61,7,1,-4.15,Kandi,11.1342,2.9394,fraternite.bj,POLITICAL_VIOLENCE;CORRUPTION;ENVIRONMENT,,ONU;CEDEAO,"Kandi, Benin","-4.15,0.0,4.15,4.15,1.89,332",,20250124000000-fraternite_bj-BN-00332,Cooperation verbale,0,1,7,1,Nord,Alibori,Benin,0.6805,0.3962,2025-01,Negatif,Stabilisant
20251208,2025-12-08,Syndicat,BN,010,Declaration publique,1,4.88,10,11,0.0,Porto-Novo,6.4969,2.6289,beninwebtv.com,ECONOMY;DIPLOMACY,,Union Africaine,"Porto-Novo, Benin","0.0,0.0,0.0,0.0,0.7,375",https://www.bbc.com/img/default.jpg,20251208000000-beninwebtv_com-BN-00333,Cooperation verbale,0,0,110,0,Sud,Oueme,Benin,0.744,0.5,2025-12,Neutre,Stabilisant
20250724,2025-07-24,Gouvernement,BN,010,Declaration publique,1,3.11,9,1,3.26,Natitingou,10.3081,1.3784,24haubenin.com,TERRORISM,Alassane Ouattara,,"Natitingou, Benin","3.26,3.26,0.0,3.26,0.07,446",,20250724000000-24haubenin_com-BN-00334,Cooperation verbale,0,0,9,1,Nord,Atacora,Benin,0.6555,0.5815,2025-07,Positif,Stabilisant
20250814,2025-08-14,Parti politique,TG,010,Declaration publique,1,4.31,9,2,6.18,Parakou,9.337,2.6282,lanouvelletribune.bj,DEVELOPMENT,,UNICEF;Gouvernement Beninois;PNUD,"Parakou, Benin","6.18,6.18,0.0,6.18,1.62,528",https://www.rfi.fr/img/placeholder.jpg,20250814000000-lanouvelletribune_bj-BN-00335,Cooperation verbale,0,0,18,1,Nord,Borgou,Benin,0.7155,0.6545,2025-08,Tres positif,Stabilisant
20250806,2025-08-06,Diplomate,BN,130,Protestation,3,-5.75,4,2,-10.23,Abomey,7.1856,1.9861,fraternite.bj,HUMAN_RIGHTS;RELIGION,Lionel Zinsou;Patrice Talon,Assemblee Nationale,"Abomey, Benin","-10.23,0.0,10.23,10.23,1.28,194",https://www.bbc.com/img/default.jpg,20250806000000-fraternite_bj-BN-00336,Conflit verbal,1,1,8,0,Centre,Zou,Benin,0.2125,0.2442,2025-08,Tres negatif,Destabilisant
20250730,2025-07-30,Gouvernement,BN,110,Rejet/opposition,3,1.76,7,2,-4.14,Parakou,9.337,2.6282,beninwebtv.com,PROTEST;DIPLOMACY,Thomas Boni Yayi,PNUD;FMI;UNICEF,"Parakou, Benin","-4.14,0.0,4.14,4.14,0.38,530",,20250730000000-beninwebtv_com-BN-00337,Conflit verbal,1,1,14,1,Nord,Borgou,Benin,0.588,0.3965,2025-07,Negatif,Neutre
20250126,2025-01-26,Militaire,BN,050,Appel cooperation,1,0.44,14,5,-0.32,Parakou,9.337,2.6282,rfi.fr,DEMOCRACY;HEALTH;CORRUPTION,Patrice Talon,,"Parakou, Benin","-0.32,0.0,0.32,0.32,0.38,528",,20250126000000-rfi_fr-BN-00338,Cooperation verbale,0,1,70,1,Nord,Borgou,International,0.522,0.492,2025-01,Neutre,Neutre
20250909,2025-09-09,Gouvernement,BN,010,Declaration publique,1,-2.6,8,16,2.55,Natitingou,10.3081,1.3784,bbc.com,POLITICAL_VIOLENCE;PROTEST;ECONOMY,Mahamadou Issoufou;Lionel Zinsou,UNICEF;Assemblee Nationale;Union Africaine,"Natitingou, Benin","2.55,2.55,0.0,2.55,1.94,742",,20250909000000-bbc_com-BN-00339,Cooperation verbale,0,0,128,1,Nord,Atacora,International,0.37,0.5638,2025-09,Positif,Leg. negatif
20250103,2025-01-03,Parti politique,BN,060,Cooperation materielle,2,1.57,2,3,3.26,Kandi,11.1342,2.9394,matinlibre.com,HUMAN_RIGHTS;ECONOMY;DEMOCRACY,Thomas Boni Yayi,CEDEAO,"Kandi, Benin","3.26,3.26,0.0,3.26,1.61,323",,20250103000000-matinlibre_com-BN-00340,Cooperation materielle,0,0,6,1,Nord,Alibori,Benin,0.5785,0.5815,2025-01,Positif,Neutre
20250102,2025-01-02,Diplomate,BN,050,Appel cooperation,1,3.31,6,5,6.25,Parakou,9.337,2.6282,lanouvelletribune.bj,POLITICAL_VIOLENCE,,UNICEF;FMI;Banque Mondiale,"Parakou, Benin","6.25,6.25,0.0,6.25,0.51,386",https://www.bbc.com/img/default.jpg,20250102000000-lanouvelletribune_bj-BN-00341,Cooperation verbale,0,0,30,1,Nord,Borgou,Benin,0.6655,0.6562,2025-01,Tres positif,Stabilisant
20250402,2025-04-02,Diplomate,BN,020,Appel action,1,-1.16,3,2,-0.41,Cotonou,6.3654,2.4183,rfi.fr,MILITARY;DEMOCRACY,Macky Sall,,"Cotonou, Benin","-0.41,0.0,0.41,0.41,1.76,368",,20250402000000-rfi_fr-BN-00342,Cooperation verbale,0,1,6,0,Sud,Littoral,International,0.442,0.4898,2025-04,Neutre,Leg. negatif
20250102,2025-01-02,Medias,BN,050,Appel cooperation,1,4.59,7,9,0.85,Parakou,9.337,2.6282,bbc.com,ECONOMY;ENVIRONMENT;TERRORISM,Patrice Talon;Mahamadou Issoufou,OMS,"Parakou, Benin","0.85,0.85,0.0,0.85,1.69,326",,20250102000000-bbc_com-BN-00343,Cooperation verbale,0,0,63,1,Nord,Borgou,International,0.7295,0.5212,2025-01,Neutre,Stabilisant
20250530,2025-05-30,Gouvernement,NG,040,Consultation diplomatique,1,1.79,1,2,6.83,Djougou,9.7082,1.6599,apanews.net,PROTEST;RELIGION;ECONOMY,Abdoulaye Bio Tchane;Patrice Talon,,"Djougou, Benin","6.83,6.83,0.0,6.83,1.82,129",https://www.bbc.com/img/default.jpg,20250530000000-apanews_net-BN-00344,Cooperation verbale,0,0,2,1,Nord,Donga,Afrique,0.5895,0.6708,2025-05,Tres positif,Neutre
20250312,2025-03-12,Medias,BN,070,Aide/assistance,2,0.21,11,5,1.3,Natitingou,10.3081,1.3784,lanouvelletribune.bj,,Thomas Boni Yayi,,"Natitingou, Benin","1.3,1.3,0.0,1.3,1.59,714",https://www.bbc.com/img/default.jpg,20250312000000-lanouvelletribune_bj-BN-00345,Cooperation materielle,0,0,55,1,Nord,Atacora,Benin,0.5105,0.5325,2025-03,Neutre,Neutre
20250104,2025-01-04,Medias,BN,100,Demande,1,-1.17,9,2,3.03,Kandi,11.1342,2.9394,matinlibre.com,DIPLOMACY;ENVIRONMENT;EDUCATION,Abdoulaye Bio Tchane,ONU;Assemblee Nationale,"Kandi, Benin","3.03,3.03,0.0,3.03,0.11,425",https://www.rfi.fr/img/placeholder.jpg,20250104000000-matinlibre_com-BN-00346,Cooperation verbale,0,0,18,1,Nord,Alibori,Benin,0.4415,0.5758,2025-01,Positif,Leg. negatif
20250207,2025-02-07,Syndicat,BN,010,Declaration publique,1,5.32,19,3,-0.85,Cotonou,6.3654,2.4183,bbc.com,MILITARY;HEALTH,Alassane Ouattara,,"Cotonou, Benin","-0.85,0.0,0.85,0.85,1.4,584",https://www.rfi.fr/img/placeholder.jpg,20250207000000-bbc_com-BN-00347,Cooperation verbale,0,1,57,0,Sud,Littoral,International,0.766,0.4787,2025-02,Neutre,Stabilisant
20251225,2025-12-25,Citoyen,BN,040,Consultation diplomatique,1,4.36,9,2,0.94,Parakou,9.337,2.6282,fraternite.bj,TERRORISM;RELIGION;ELECTIONS,Thomas Boni Yayi;Mahamadou Issoufou,,"Parakou, Benin","0.94,0.94,0.0,0.94,1.37,594",https://www.bbc.com/img/default.jpg,20251225000000-fraternite_bj-BN-00348,Cooperation verbale,0,0,18,1,Nord,Borgou,Benin,0.718,0.5235,2025-12,Neutre,Stabilisant
20250311,2025-03-11,Syndicat,BN,100,Demande,1,1.19,17,4,2.61,Abomey-Calavi,6.4484,2.3552,matinlibre.com,CORRUPTION;RELIGION,Mahamadou Issoufou;Macky Sall,UNICEF;PNUD,"Abomey-Calavi, Benin","2.61,2.61,0.0,2.61,1.78,108",,20250311000000-matinlibre_com-BN-00349,Cooperation verbale,0,0,68,0,Sud,Atlantique,Benin,0.5595,0.5652,2025-03,Positif,Neutre
20250720,2025-07-20,Medias,BN,060,Cooperation materielle,2,3.86,15,5,0.85,Lokossa,6.6392,1.7153,lanouvelletribune.bj,TERRORISM,,CEDEAO,"Lokossa, Benin","0.85,0.85,0.0,0.85,0.72,402",,20250720000000-lanouvelletribune_bj-BN-00350,Cooperation materielle,0,0,75,0,Sud,Mono,Benin,0.693,0.5212,2025-07,Neutre,Stabilisant
20251104,2025-11-04,Diplomate,TG,130,Protestation,3,-2.92,6,3,-4.05,Cotonou,6.3654,2.4183,fraternite.bj,ECONOMY,Patrice Talon;Thomas Boni Yayi,Banque Mondiale,"Cotonou, Benin","-4.05,0.0,4.05,4.05,0.1,470",https://www.rfi.fr/img/placeholder.jpg,20251104000000-fraternite_bj-BN-00351,Conflit verbal,1,1,18,0,Sud,Littoral,Benin,0.354,0.3988,2025-11,Negatif,Leg. negatif
20250909,2025-09-09,Citoyen,US,100,Demande,1,0.79,3,2,2.44,Lokossa,6.6392,1.7153,24haubenin.com,HEALTH,Abdoulaye Bio Tchane;Patrice Talon,,"Lokossa, Benin","2.44,2.44,0.0,2.44,0.81,652",https://www.rfi.fr/img/placeholder.jpg,20250909000000-24haubenin_com-BN-00352,Cooperation verbale,0,0,6,0,Sud,Mono,Benin,0.5395,0.561,2025-09,Positif,Neutre
20251014,2025-10-14,ONG,NG,020,Appel action,1,0.69,12,1,1.98,Parakou,9.337,2.6282,rfi.fr,HUMAN_RIGHTS;PROTEST;RELIGION;DEVELOPMENT,,UNICEF,"Parakou, Benin","1.98,1.98,0.0,1.98,0.37,373",https://www.rfi.fr/img/placeholder.jpg,20251014000000-rfi_fr-BN-00353,Cooperation verbale,0,0,12,1,Nord,Borgou,International,0.5345,0.5495,2025-10,Neutre,Neutre
20251019,2025-10-19,Parti politique,FR,010,Declaration publique,1,1.54,7,3,-0.07,Cotonou,6.3654,2.4183,apanews.net,ENVIRONMENT;DEVELOPMENT;HUMAN_RIGHTS;MILITARY,,OMS,"Cotonou, Benin","-0.07,0.0,0.07,0.07,1.86,298",https://www.bbc.com/img/default.jpg,20251019000000-apanews_net-BN-00354,Cooperation verbale,0,1,21,0,Sud,Littoral,Afrique,0.577,0.4982,2025-10,Neutre,Neutre
20250603,2025-06-03,Gouvernement,BN,100,Demande,1,1.2,5,1,3.87,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,TERRORISM;DEMOCRACY;ECONOMY;DIPLOMACY,Patrice Talon,,"Porto-Novo, Benin","3.87,3.87,0.0,3.87,0.46,62",https://www.rfi.fr/img/placeholder.jpg,20250603000000-lanouvelletribune_bj-BN-00355,Cooperation verbale,0,0,5,0,Sud,Oueme,Benin,0.56,0.5968,2025-06,Positif,Neutre
20250513,2025-05-13,Parti politique,BN,010,Declaration publique,1,2.12,2,6,2.25,Cotonou,6.3654,2.4183,lanouvelletribune.bj,DEMOCRACY;HUMAN_RIGHTS,,PNUD,"Cotonou, Benin","2.25,2.25,0.0,2.25,1.58,408",,20250513000000-lanouvelletribune_bj-BN-00356,Cooperation verbale,0,0,12,0,Sud,Littoral,Benin,0.606,0.5562,2025-05,Positif,Neutre
20250315,2025-03-15,ONG,BN,070,Aide/assistance,2,5.22,8,5,0.14,Parakou,9.337,2.6282,24haubenin.com,,Alassane Ouattara;Abdoulaye Bio Tchane,FMI;PNUD;CEDEAO,"Parakou, Benin","0.14,0.14,0.0,0.14,1.38,249",,20250315000000-24haubenin_com-BN-00357,Cooperation materielle,0,0,40,1,Nord,Borgou,Benin,0.761,0.5035,2025-03,Neutre,Stabilisant
20251001,2025-10-01,Gouvernement,BN,170,Coercition,4,-4.57,19,4,-8.72,Cotonou,6.3654,2.4183,fraternite.bj,POLITICAL_VIOLENCE;DEMOCRACY,Paul Biya;Thomas Boni Yayi,FMI,"Cotonou, Benin","-8.72,0.0,8.72,8.72,0.71,264",https://www.bbc.com/img/default.jpg,20251001000000-fraternite_bj-BN-00358,Conflit materiel,1,1,76,0,Sud,Littoral,Benin,0.2715,0.282,2025-10,Tres negatif,Destabilisant
20250928,2025-09-28,Diplomate,US,070,Aide/assistance,2,-0.41,2,1,-0.78,Cotonou,6.3654,2.4183,bbc.com,EDUCATION;DEMOCRACY,Mahamadou Issoufou;Patrice Talon,CEDEAO;OMS,"Cotonou, Benin","-0.78,0.0,0.78,0.78,1.72,55",https://www.bbc.com/img/default.jpg,20250928000000-bbc_com-BN-00359,Cooperation materielle,0,1,2,0,Sud,Littoral,International,0.4795,0.4805,2025-09,Neutre,Leg. negatif
20250704,2025-07-04,Gouvernement,BN,040,Consultation diplomatique,1,2.92,5,2,4.81,Kandi,11.1342,2.9394,matinlibre.com,HUMAN_RIGHTS;DEVELOPMENT,,Assemblee Nationale,"Kandi, Benin","4.81,4.81,0.0,4.81,0.89,598",,20250704000000-matinlibre_com-BN-00360,Cooperation verbale,0,0,10,1,Nord,Alibori,Benin,0.646,0.6202,2025-07,Positif,Neutre
20251219,2025-12-19,Parti politique,BN,100,Demande,1,2.42,6,2,0.02,Cotonou,6.3654,2.4183,rfi.fr,POLITICAL_VIOLENCE;ENVIRONMENT,Mahamadou Issoufou;Lionel Zinsou,UNICEF,"Cotonou, Benin","0.02,0.02,0.0,0.02,0.69,514",,20251219000000-rfi_fr-BN-00361,Cooperation verbale,0,0,12,0,Sud,Littoral,International,0.621,0.5005,2025-12,Neutre,Neutre
20250105,2025-01-05,Gouvernement,BN,050,Appel cooperation,1,3.06,9,6,-0.47,Cotonou,6.3654,2.4183,matinlibre.com,,,OMS,"Cotonou, Benin","-0.47,0.0,0.47,0.47,1.78,616",,20250105000000-matinlibre_com-BN-00362,Cooperation verbale,0,1,54,0,Sud,Littoral,Benin,0.653,0.4882,2025-01,Neutre,Stabilisant
20251020,2025-10-20,Syndicat,BN,060,Cooperation materielle,2,1.1,6,3,-0.67,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,POLITICAL_VIOLENCE;HEALTH;TERRORISM;DEMOCRACY,Patrice Talon;Alassane Ouattara,,"Porto-Novo, Benin","-0.67,0.0,0.67,0.67,1.03,527",https://www.rfi.fr/img/placeholder.jpg,20251020000000-lanouvelletribune_bj-BN-00363,Cooperation materielle,0,1,18,0,Sud,Oueme,Benin,0.555,0.4832,2025-10,Neutre,Neutre
20251226,2025-12-26,Diplomate,TG,170,Coercition,4,-2.44,6,4,-3.14,Parakou,9.337,2.6282,rfi.fr,EDUCATION,,CEDEAO;PNUD,"Parakou, Benin","-3.14,0.0,3.14,3.14,1.2,678",,20251226000000-rfi_fr-BN-00364,Conflit materiel,1,1,24,1,Nord,Borgou,International,0.378,0.4215,2025-12,Negatif,Leg. negatif
20250327,2025-03-27,Parti politique,US,040,Consultation diplomatique,1,-0.76,11,4,7.31,Natitingou,10.3081,1.3784,lanouvelletribune.bj,POLITICAL_VIOLENCE;DIPLOMACY;DEVELOPMENT;TERRORISM,,,"Natitingou, Benin","7.31,7.31,0.0,7.31,1.31,699",https://www.bbc.com/img/default.jpg,20250327000000-lanouvelletribune_bj-BN-00365,Cooperation verbale,0,0,44,1,Nord,Atacora,Benin,0.462,0.6828,2025-03,Tres positif,Leg. negatif
20250802,2025-08-02,Parti politique,BN,170,Coercition,4,-1.74,5,1,-0.05,Porto-Novo,6.4969,2.6289,apanews.net,ELECTIONS;RELIGION;HUMAN_RIGHTS,Patrice Talon;Alassane Ouattara,PNUD;Union Africaine;Banque Mondiale,"Porto-Novo, Benin","-0.05,0.0,0.05,0.05,1.15,51",,20250802000000-apanews_net-BN-00366,Conflit materiel,1,1,5,0,Sud,Oueme,Afrique,0.413,0.4988,2025-08,Neutre,Leg. negatif
20250115,2025-01-15,Citoyen,BN,140,Refus cooperation,3,-1.67,3,3,0.61,Kandi,11.1342,2.9394,24haubenin.com,MILITARY;ELECTIONS;DIPLOMACY,Mahamadou Issoufou,ONU,"Kandi, Benin","0.61,0.61,0.0,0.61,1.81,118",,20250115000000-24haubenin_com-BN-00367,Conflit verbal,1,0,9,1,Nord,Alibori,Benin,0.4165,0.5152,2025-01,Neutre,Leg. negatif
20250930,2025-09-30,Gouvernement,BN,020,Appel action,1,3.46,4,2,0.94,Abomey-Calavi,6.4484,2.3552,rfi.fr,CORRUPTION,Abdoulaye Bio Tchane;Thomas Boni Yayi,Assemblee Nationale;FMI,"Abomey-Calavi, Benin","0.94,0.94,0.0,0.94,1.49,512",,20250930000000-rfi_fr-BN-00368,Cooperation verbale,0,0,8,0,Sud,Atlantique,International,0.673,0.5235,2025-09,Neutre,Stabilisant
20250220,2025-02-20,Police,BN,010,Declaration publique,1,-0.24,8,11,-1.34,Cotonou,6.3654,2.4183,rfi.fr,EDUCATION;MILITARY,Lionel Zinsou,,"Cotonou, Benin","-1.34,0.0,1.34,1.34,0.48,669",,20250220000000-rfi_fr-BN-00369,Cooperation verbale,0,1,88,0,Sud,Littoral,International,0.488,0.4665,2025-02,Neutre,Leg. negatif
20250910,2025-09-10,Gouvernement,BN,010,Declaration publique,1,0.61,2,2,2.26,Cotonou,6.3654,2.4183,beninwebtv.com,HUMAN_RIGHTS;ENVIRONMENT;ECONOMY,Paul Biya,Assemblee Nationale;Banque Mondiale;ONU,"Cotonou, Benin","2.26,2.26,0.0,2.26,0.9,291",,20250910000000-beninwebtv_com-BN-00370,Cooperation verbale,0,0,4,0,Sud,Littoral,Benin,0.5305,0.5565,2025-09,Positif,Neutre
20250214,2025-02-14,Medias,BN,010,Declaration publique,1,-0.94,9,3,1.42,Porto-Novo,6.4969,2.6289,bbc.com,RELIGION;HUMAN_RIGHTS;PROTEST,Macky Sall;Thomas Boni Yayi,,"Porto-Novo, Benin","1.42,1.42,0.0,1.42,1.99,188",https://www.rfi.fr/img/placeholder.jpg,20250214000000-bbc_com-BN-00371,Cooperation verbale,0,0,27,0,Sud,Oueme,International,0.453,0.5355,2025-02,Neutre,Leg. negatif
20250710,2025-07-10,Parti politique,BN,010,Declaration publique,1,4.91,12,1,4.58,Porto-Novo,6.4969,2.6289,matinlibre.com,HUMAN_RIGHTS;PROTEST;MILITARY,Alassane Ouattara;Patrice Talon,UNICEF;PNUD,"Porto-Novo, Benin","4.58,4.58,0.0,4.58,1.39,421",https://www.bbc.com/img/default.jpg,20250710000000-matinlibre_com-BN-00372,Cooperation verbale,0,0,12,0,Sud,Oueme,Benin,0.7455,0.6145,2025-07,Positif,Stabilisant
20250502,2025-05-02,ONG,BN,100,Demande,1,-0.22,3,4,0.05,Natitingou,10.3081,1.3784,bbc.com,DEVELOPMENT,Lionel Zinsou;Patrice Talon,CEDEAO;PNUD,"Natitingou, Benin","0.05,0.05,0.0,0.05,0.78,65",https://www.rfi.fr/img/placeholder.jpg,20250502000000-bbc_com-BN-00373,Cooperation verbale,0,0,12,1,Nord,Atacora,International,0.489,0.5012,2025-05,Neutre,Leg. negatif
20250706,2025-07-06,Gouvernement,BN,010,Declaration publique,1,1.62,13,3,2.7,Abomey-Calavi,6.4484,2.3552,lanouvelletribune.bj,RELIGION;HUMAN_RIGHTS;ELECTIONS,,FMI,"Abomey-Calavi, Benin","2.7,2.7,0.0,2.7,1.29,378",https://www.bbc.com/img/default.jpg,20250706000000-lanouvelletribune_bj-BN-00374,Cooperation verbale,0,0,39,0,Sud,Atlantique,Benin,0.581,0.5675,2025-07,Positif,Neutre
20250802,2025-08-02,Militaire,BN,040,Consultation diplomatique,1,1.71,7,4,1.85,Porto-Novo,6.4969,2.6289,fraternite.bj,HEALTH,Alassane Ouattara,,"Porto-Novo, Benin","1.85,1.85,0.0,1.85,0.79,584",,20250802000000-fraternite_bj-BN-00375,Cooperation verbale,0,0,28,0,Sud,Oueme,Benin,0.5855,0.5462,2025-08,Neutre,Neutre
20250529,2025-05-29,Syndicat,BN,130,Protestation,3,-7.24,3,5,0.92,Cotonou,6.3654,2.4183,24haubenin.com,EDUCATION,Thomas Boni Yayi;Patrice Talon,,"Cotonou, Benin","0.92,0.92,0.0,0.92,0.5,531",https://www.rfi.fr/img/placeholder.jpg,20250529000000-24haubenin_com-BN-00376,Conflit verbal,1,0,15,0,Sud,Littoral,Benin,0.138,0.523,2025-05,Neutre,Tres destabilisant
20250619,2025-06-19,ONG,BN,010,Declaration publique,1,-0.58,9,3,2.7,Cotonou,6.3654,2.4183,fraternite.bj,RELIGION,Macky Sall;Patrice Talon,,"Cotonou, Benin","2.7,2.7,0.0,2.7,1.98,452",,20250619000000-fraternite_bj-BN-00377,Cooperation verbale,0,0,27,0,Sud,Littoral,Benin,0.471,0.5675,2025-06,Positif,Leg. negatif
20250728,2025-07-28,Diplomate,BN,130,Protestation,3,-6.01,11,3,-2.64,Parakou,9.337,2.6282,24haubenin.com,DEVELOPMENT;ENVIRONMENT,Mahamadou Issoufou,Assemblee Nationale;Banque Mondiale,"Parakou, Benin","-2.64,0.0,2.64,2.64,1.0,490",,20250728000000-24haubenin_com-BN-00378,Conflit verbal,1,1,33,1,Nord,Borgou,Benin,0.1995,0.434,2025-07,Negatif,Destabilisant
20250323,2025-03-23,Parti politique,GH,036,Critique politique,1,4.49,7,6,4.29,Porto-Novo,6.4969,2.6289,24haubenin.com,,Macky Sall,Gouvernement Beninois;Union Africaine;ONU,"Porto-Novo, Benin","4.29,4.29,0.0,4.29,0.84,118",,20250323000000-24haubenin_com-BN-00379,Cooperation verbale,0,0,42,0,Sud,Oueme,Benin,0.7245,0.6072,2025-03,Positif,Stabilisant
20250715,2025-07-15,Militaire,BN,010,Declaration publique,1,0.68,6,4,2.81,Parakou,9.337,2.6282,24haubenin.com,,Abdoulaye Bio Tchane;Thomas Boni Yayi,PNUD;CEDEAO;ONU,"Parakou, Benin","2.81,2.81,0.0,2.81,0.86,569",,20250715000000-24haubenin_com-BN-00380,Cooperation verbale,0,0,24,1,Nord,Borgou,Benin,0.534,0.5702,2025-07,Positif,Neutre
20250903,2025-09-03,Gouvernement,US,110,Rejet/opposition,3,-6.18,8,1,-5.79,Cotonou,6.3654,2.4183,rfi.fr,EDUCATION;HEALTH;ENVIRONMENT,Abdoulaye Bio Tchane,UNICEF,"Cotonou, Benin","-5.79,0.0,5.79,5.79,0.26,350",https://www.rfi.fr/img/placeholder.jpg,20250903000000-rfi_fr-BN-00381,Conflit verbal,1,1,8,0,Sud,Littoral,International,0.191,0.3552,2025-09,Tres negatif,Destabilisant
20251211,2025-12-11,Citoyen,BN,100,Demande,1,3.25,6,2,4.02,Abomey-Calavi,6.4484,2.3552,rfi.fr,ECONOMY;POLITICAL_VIOLENCE,,FMI;Banque Mondiale;ONU,"Abomey-Calavi, Benin","4.02,4.02,0.0,4.02,0.97,404",,20251211000000-rfi_fr-BN-00382,Cooperation verbale,0,0,12,0,Sud,Atlantique,International,0.6625,0.6005,2025-12,Positif,Stabilisant
20251223,2025-12-23,Police,BN,140,Refus cooperation,3,-1.41,9,5,-3.63,Lokossa,6.6392,1.7153,rfi.fr,,,,"Lokossa, Benin","-3.63,0.0,3.63,3.63,1.54,414",,20251223000000-rfi_fr-BN-00383,Conflit verbal,1,1,45,0,Sud,Mono,International,0.4295,0.4092,2025-12,Negatif,Leg. negatif
20250209,2025-02-09,Citoyen,BN,110,Rejet/opposition,3,-5.57,4,2,-9.65,Cotonou,6.3654,2.4183,matinlibre.com,ELECTIONS,Abdoulaye Bio Tchane;Mahamadou Issoufou,FMI;Union Africaine;CEDEAO,"Cotonou, Benin","-9.65,0.0,9.65,9.65,0.78,655",,20250209000000-matinlibre_com-BN-00384,Conflit verbal,1,1,8,0,Sud,Littoral,Benin,0.2215,0.2588,2025-02,Tres negatif,Destabilisant
20250617,2025-06-17,ONG,BN,120,Menace,3,-4.73,7,8,-5.77,Parakou,9.337,2.6282,fraternite.bj,HUMAN_RIGHTS;HEALTH;PROTEST,Paul Biya,CEDEAO,"Parakou, Benin","-5.77,0.0,5.77,5.77,0.72,489",,20250617000000-fraternite_bj-BN-00385,Conflit verbal,1,1,56,1,Nord,Borgou,Benin,0.2635,0.3558,2025-06,Tres negatif,Destabilisant
20250212,2025-02-12,Gouvernement,BN,036,Critique politique,1,5.03,6,1,3.97,Malanville,11.8683,3.3836,lanouvelletribune.bj,ENVIRONMENT;DEVELOPMENT;DIPLOMACY,Macky Sall,Banque Mondiale;Assemblee Nationale;CEDEAO,"Malanville, Benin","3.97,3.97,0.0,3.97,0.02,589",https://www.bbc.com/img/default.jpg,20250212000000-lanouvelletribune_bj-BN-00386,Cooperation verbale,0,0,6,1,Nord,Alibori,Benin,0.7515,0.5992,2025-02,Positif,Stabilisant
20251125,2025-11-25,ONG,BN,020,Appel action,1,5.02,4,2,-0.46,Porto-Novo,6.4969,2.6289,beninwebtv.com,,,Union Africaine;PNUD;OMS,"Porto-Novo, Benin","-0.46,0.0,0.46,0.46,0.14,707",,20251125000000-beninwebtv_com-BN-00387,Cooperation verbale,0,1,8,0,Sud,Oueme,Benin,0.751,0.4885,2025-11,Neutre,Stabilisant
20250730,2025-07-30,Militaire,BN,110,Rejet/opposition,3,-0.08,8,4,-5.34,Abomey-Calavi,6.4484,2.3552,matinlibre.com,HUMAN_RIGHTS;TERRORISM;ENVIRONMENT;EDUCATION,Patrice Talon;Alassane Ouattara,Union Africaine;CEDEAO,"Abomey-Calavi, Benin","-5.34,0.0,5.34,5.34,0.47,403",,20250730000000-matinlibre_com-BN-00388,Conflit verbal,1,1,32,0,Sud,Atlantique,Benin,0.496,0.3665,2025-07,Tres negatif,Leg. negatif
